crmid;firstname;lastname;email;brand;birthdate;folder;segment;acquisition_date;country;gender;language;owns_machine
CRM0000019940;Matthias;Dietrich;matthiasdietrich18885@emailsim.io;coffeeworks;03/07/1989;nmsRootRecipient;occasional;2024-04-07;US;F;en;False
CRM0000019941;Katherine;Williams;katherinewilliams18886@emailsim.io;coffeeworks;08/05/1932;nmsRootRecipient;lapsed;2023-11-11;UK;M;en;True
CRM0000019942;Christin;Keller;christinkeller18887@emailsim.io;coffeeworks;03/01/1984;nmsRootRecipient;one_time;2023-06-30;UK;F;en;True
CRM0000019943;Waldemar;Sjaberg;waldemarsjoberg18888@emailsim.io;coffeeworks;02/09/1991;nmsRootRecipient;occasional;2024-01-28;UK;F;en;True
CRM0000019944;Caitlin;Arida;caitlinarida18889@emailsim.io;coffeeworks;09/11/1943;nmsRootRecipient;active_medium;2024-08-24;DE;F;de;True
CRM0000019945;Kevin;Morrow;kevinlmorrow18890@emailsim.io;coffeeworks;12/04/1960;nmsRootRecipient;one_time;2025-07-18;DE;Other;de;False
CRM0000019946;Kian;Parry;kianparry18891@emailsim.io;coffeeworks;06/04/1959;nmsRootRecipient;active_medium;2023-08-09;US;F;en;True
CRM0000019947;Vitoria;Azevedo;vitoriarodriguesazevedo18892@emailsim.io;coffeeworks;10/02/1936;nmsRootRecipient;lapsed;2023-12-01;US;F;en;True
CRM0000019948;Declan;Collins;declancollins18893@emailsim.io;coffeeworks;06/06/1959;nmsRootRecipient;lapsed;2023-12-02;US;M;en;True
CRM0000019949;George;Hawkins;georgehawkins18894@emailsim.io;coffeeworks;04/12/1968;nmsRootRecipient;lapsed;2023-07-27;DE;M;de;True
CRM0000019950;Sophia;Bull;sophiabull18895@emailsim.io;coffeeworks;11/05/1961;nmsRootRecipient;occasional;2023-06-18;US;F;en;False
CRM0000019951;Isabelle;Rhodes;isabellerhodes18896@emailsim.io;coffeeworks;02/01/1991;nmsRootRecipient;active_medium;2024-03-19;UK;F;en;True
CRM0000019952;Joel;Schlapp;joelschlapp18897@yopmail.com;coffeeworks;05/08/1937;nmsRootRecipient;active_high;2023-12-22;FR;M;fr;True
CRM0000019953;Lisa;Zimmerman;lisazimmerman18898@emailsim.io;coffeeworks;06/01/1976;nmsRootRecipient;one_time;2025-01-19;UK;F;en;False
CRM0000019954;Alvin;Foutch;alvinbfoutch18899@emailsim.io;coffeeworks;04/10/1991;nmsRootRecipient;lapsed;2023-08-08;US;M;en;True
CRM0000019955;Maya;Woodward;mayawoodward18900@emailsim.io;coffeeworks;10/08/1986;nmsRootRecipient;one_time;2025-05-09;UK;Other;en;True
CRM0000019956;Ashley;Laby;ashleylaby18901@emailsim.io;coffeeworks;04/12/1970;nmsRootRecipient;active_high;2025-09-01;UK;F;en;True
CRM0000019957;Anja;Kaiser;anjakaiser18902@emailsim.io;coffeeworks;03/03/1994;nmsRootRecipient;prospect;2025-12-21;FR;M;fr;False
CRM0000019958;Jarg;Faust;jorgfaust18903@yopmail.com;coffeeworks;01/11/1941;nmsRootRecipient;prospect;2025-10-27;UK;F;en;False
CRM0000019959;Harbin;Leclair;harbinleclair18904@emailsim.io;coffeeworks;05/10/1941;nmsRootRecipient;occasional;2023-10-30;US;F;en;True
CRM0000019960;Joelia;Cunha;juliacorreiacunha18905@emailsim.io;coffeeworks;04/02/1932;nmsRootRecipient;occasional;2025-05-26;US;M;en;True
CRM0000019961;AndrÈ;Ivarsson;andreivarsson18906@emailsim.io;coffeeworks;07/02/1978;nmsRootRecipient;lapsed;2024-03-12;FR;M;fr;True
CRM0000019962;Jayden;Pankhurst;jaydenpankhurst18907@emailsim.io;coffeeworks;03/04/1988;nmsRootRecipient;one_time;2025-07-05;DE;M;de;False
CRM0000019963;Kristi;Ewing;kristiaewing18908@emailsim.io;coffeeworks;08/03/1995;nmsRootRecipient;prospect;2025-11-24;US;F;en;False
CRM0000019964;Jan;Kohler;jankohler18909@emailsim.io;coffeeworks;11/11/1971;nmsRootRecipient;active_high;2023-04-04;US;M;en;True
CRM0000019965;Madeline;Wainwright;madelinewainwright18910@emailsim.io;coffeeworks;11/10/1933;nmsRootRecipient;occasional;2023-03-17;UK;F;en;False
CRM0000019966;Bernd;Drescher;bernddrescher18911@emailsim.io;coffeeworks;01/04/1939;nmsRootRecipient;one_time;2024-06-28;UK;F;en;False
CRM0000019967;Jacques;Despins;jacquesdespins18912@emailsim.io;coffeeworks;11/05/1946;nmsRootRecipient;lapsed;2023-06-03;US;M;en;True
CRM0000019968;William;Palmer;williamcpalmer18913@emailsim.io;coffeeworks;03/02/1936;nmsRootRecipient;lapsed;2023-04-22;UK;F;en;True
CRM0000019969;Charles;Glass;charlesglass18914@emailsim.io;coffeeworks;07/05/1942;nmsRootRecipient;prospect;2025-11-20;DE;F;de;False
CRM0000019970;Tiago;Oliveira;tiagosousaoliveira18915@emailsim.io;coffeeworks;06/10/1936;nmsRootRecipient;occasional;2025-10-29;UK;F;en;False
CRM0000019971;Taj;Gardiner;tajgardiner18916@emailsim.io;coffeeworks;03/03/1957;nmsRootRecipient;lapsed;2023-03-31;UK;F;en;True
CRM0000019972;Alice;Sanders;alicesanders18917@emailsim.io;coffeeworks;04/03/1969;nmsRootRecipient;occasional;2023-04-06;FR;F;fr;False
CRM0000019973;Marc;Fredriksson;marcfredriksson18918@yopmail.com;coffeeworks;08/12/1951;nmsRootRecipient;occasional;2025-05-03;US;F;en;True
CRM0000019974;Vinícius;Lima;viniciussantoslima18919@emailsim.io;coffeeworks;02/02/1959;nmsRootRecipient;active_medium;2024-12-25;UK;M;en;True
CRM0000019975;Lon;Hart;lonkhart18920@yopmail.com;coffeeworks;05/02/1945;nmsRootRecipient;lapsed;2023-07-01;UK;M;en;True
CRM0000019976;Rachael;Grandstaff;rachaeljgrandstaff18921@emailsim.io;coffeeworks;03/03/1931;nmsRootRecipient;prospect;2025-12-12;UK;F;en;False
CRM0000019977;Lara;Patteson;larapatteson18922@emailsim.io;coffeeworks;08/12/1932;nmsRootRecipient;active_medium;2025-02-23;DE;M;de;True
CRM0000019978;RenÈ;Wechsler;renewechsler18923@emailsim.io;coffeeworks;07/01/1950;nmsRootRecipient;active_high;2023-09-07;US;F;en;True
CRM0000019979;Joseph;Sandberg;josephsandberg18924@emailsim.io;coffeeworks;01/01/1943;nmsRootRecipient;lapsed;2024-06-20;US;F;en;True
CRM0000019980;Laura;Schmidt;lauraschmidt18925@yopmail.com;coffeeworks;05/11/1951;nmsRootRecipient;one_time;2025-08-26;DE;M;de;False
CRM0000019981;Mohammed;Hoekansson;mohammedhakansson18926@emailsim.io;coffeeworks;12/06/1990;nmsRootRecipient;prospect;2025-12-25;US;M;en;False
CRM0000019982;Sophie;Kluge;sophiekluge18927@yopmail.com;coffeeworks;05/07/1977;nmsRootRecipient;active_medium;2023-05-04;US;M;en;True
CRM0000019983;Eleanor;Ali;eleanorali18928@emailsim.io;coffeeworks;06/04/1997;nmsRootRecipient;active_high;2023-09-27;UK;M;en;True
CRM0000019984;Henry;Nordin;henrynordin18929@emailsim.io;coffeeworks;05/07/1964;nmsRootRecipient;occasional;2025-04-14;DE;M;de;False
CRM0000019985;Davi;Azevedo;davimartinsazevedo18930@emailsim.io;coffeeworks;10/06/1979;nmsRootRecipient;active_high;2025-09-05;UK;F;en;True
CRM0000019986;Derrick;Reagan;derricksreagan18931@emailsim.io;coffeeworks;12/06/1966;nmsRootRecipient;active_medium;2023-01-14;UK;F;en;True
CRM0000019987;Maximiliam;Danielsson;maximiliamdanielsson18932@emailsim.io;coffeeworks;11/08/1977;nmsRootRecipient;active_high;2024-07-10;UK;M;en;True
CRM0000019988;Eloise;Gauvin;eloisegauvin18933@yopmail.com;coffeeworks;05/10/1991;nmsRootRecipient;active_medium;2025-01-09;DE;M;de;True
CRM0000019989;Searlas;Sanschagrin;searlassanschagrin18934@yopmail.com;coffeeworks;03/09/1989;nmsRootRecipient;active_high;2023-09-23;FR;M;fr;True
CRM0000019990;Emmi;Lindqvist;emmilindqvist18935@yopmail.com;coffeeworks;11/02/1959;nmsRootRecipient;prospect;2025-11-14;US;Other;en;False
CRM0000019991;Enzo;Azevedo;enzocastroazevedo18936@emailsim.io;coffeeworks;10/03/1943;nmsRootRecipient;active_medium;2024-12-14;FR;M;fr;True
CRM0000019992;Vitoria;Azevedo;vitoriarodriguesazevedo18937@emailsim.io;coffeeworks;01/06/1991;nmsRootRecipient;occasional;2024-04-15;FR;M;fr;True
CRM0000019993;Gustavo;Pereira;gustavosouzapereira18938@emailsim.io;coffeeworks;10/07/1970;nmsRootRecipient;lapsed;2023-06-16;FR;F;fr;True
CRM0000019994;Leah;Butt;leahbutt18939@emailsim.io;coffeeworks;09/10/1940;nmsRootRecipient;one_time;2023-10-08;FR;F;fr;False
CRM0000019995;Matthias;Freeh;matthiasfreeh18940@emailsim.io;coffeeworks;06/03/1973;nmsRootRecipient;one_time;2024-11-08;UK;M;en;False
CRM0000019996;Samuel;Lundgren;samuellundgren18941@emailsim.io;coffeeworks;02/07/1986;nmsRootRecipient;one_time;2025-05-26;UK;Other;en;False
CRM0000019997;Andi;Abrahamsson;andiabrahamsson18942@emailsim.io;coffeeworks;10/05/1978;nmsRootRecipient;lapsed;2024-03-02;FR;F;fr;True
CRM0000019998;Fábio;Ribeiro;fabiogoncalvesribeiro18943@yopmail.com;coffeeworks;12/02/1931;nmsRootRecipient;lapsed;2023-03-01;US;M;en;False
CRM0000019999;Laure;Blanc;laureblanc18944@emailsim.io;coffeeworks;09/01/1946;nmsRootRecipient;one_time;2024-10-26;US;F;en;True
CRM0000020000;Leonardo;Fernandes;leonardoaraujofernandes18945@emailsim.io;coffeeworks;06/04/1984;nmsRootRecipient;lapsed;2024-06-02;US;M;en;False
CRM0000020001;Amelia;Tyas;ameliatyas18946@emailsim.io;coffeeworks;08/04/1980;nmsRootRecipient;occasional;2024-04-29;FR;M;fr;False
CRM0000020002;Allison;Pacheco;allisonbpacheco18947@emailsim.io;coffeeworks;11/11/1963;nmsRootRecipient;active_medium;2025-07-10;FR;F;fr;True
CRM0000020003;Ruben;Nyman;rubennyman18948@emailsim.io;coffeeworks;06/11/1930;nmsRootRecipient;lapsed;2024-03-28;UK;Other;en;True
CRM0000020004;Anke;Hueber;ankehueber18949@emailsim.io;coffeeworks;07/06/1959;nmsRootRecipient;occasional;2023-12-12;FR;M;fr;False
CRM0000020005;Andreas;Jaeger;andreasjaeger18950@emailsim.io;coffeeworks;06/11/1975;nmsRootRecipient;prospect;2025-11-22;FR;M;fr;False
CRM0000020006;Steffen;Holzman;steffenholzman18951@emailsim.io;coffeeworks;11/10/1970;nmsRootRecipient;active_high;2023-12-10;DE;F;de;False
CRM0000020007;Ylva;Petersson;ylvapetersson18952@emailsim.io;coffeeworks;05/12/1969;nmsRootRecipient;occasional;2023-07-20;US;F;en;True
CRM0000020008;Freddie;Parkin;freddieparkin18953@emailsim.io;coffeeworks;10/03/1957;nmsRootRecipient;prospect;2025-12-17;UK;F;en;False
CRM0000020009;Lauren;Gilpin;laurengilpin18954@emailsim.io;coffeeworks;01/07/1961;nmsRootRecipient;active_medium;2024-11-22;FR;F;fr;True
CRM0000020010;Cendrillon;Veronneau;cendrillonveronneau18955@yopmail.com;coffeeworks;09/05/1932;nmsRootRecipient;prospect;2025-12-19;US;M;en;False
CRM0000020011;Christian;Dollery;christiandollery18956@yopmail.com;coffeeworks;06/03/1982;nmsRootRecipient;prospect;2025-11-27;US;F;en;False
CRM0000020012;Vitoria;Souza;vitoriaalvessouza18957@emailsim.io;coffeeworks;01/08/1972;nmsRootRecipient;lapsed;2023-10-14;UK;F;en;True
CRM0000020013;Melissa;Gomes;melissabarrosgomes18958@yopmail.com;coffeeworks;08/03/1949;nmsRootRecipient;occasional;2024-09-05;FR;M;fr;False
CRM0000020014;Emina;Holmgren;eminaholmgren18959@emailsim.io;coffeeworks;07/03/1931;nmsRootRecipient;one_time;2024-11-26;UK;M;en;False
CRM0000020015;Cher;Blais;cherblais18960@emailsim.io;coffeeworks;04/09/1940;nmsRootRecipient;lapsed;2024-03-08;UK;F;en;True
CRM0000020016;Marisa;Pereira;marisacastropereira18961@emailsim.io;coffeeworks;05/03/1981;nmsRootRecipient;lapsed;2024-01-08;UK;M;en;True
CRM0000020017;Victor;Corbin;victortcorbin18962@emailsim.io;coffeeworks;09/09/1965;nmsRootRecipient;one_time;2024-10-11;US;M;en;True
CRM0000020018;Tyler;Pasco;tylerpasco18963@emailsim.io;coffeeworks;01/12/1976;nmsRootRecipient;prospect;2026-01-14;DE;M;de;False
CRM0000020019;Justin;Lamothe;justinklamothe18964@emailsim.io;coffeeworks;06/04/1958;nmsRootRecipient;one_time;2024-08-12;US;M;en;True
CRM0000020020;Letícia;Souza;leticiaaraujosouza18965@emailsim.io;coffeeworks;09/12/1968;nmsRootRecipient;prospect;2025-11-06;UK;F;en;False
CRM0000020021;Lola;Shellshear;lolashellshear18966@yopmail.com;coffeeworks;12/09/1968;nmsRootRecipient;active_high;2025-10-25;US;M;en;True
CRM0000020022;Mary;Baldwin;maryjbaldwin18967@emailsim.io;coffeeworks;11/08/1968;nmsRootRecipient;active_high;2023-09-21;UK;Other;en;True
CRM0000020023;Jude;Carpenter;judecarpenter18968@emailsim.io;coffeeworks;01/04/1974;nmsRootRecipient;occasional;2024-01-06;DE;F;de;True
CRM0000020024;Benjamin;Soucy;benjaminsoucy18969@emailsim.io;coffeeworks;07/05/1979;nmsRootRecipient;occasional;2025-11-05;DE;M;de;True
CRM0000020025;Joe;Saulsberry;joejsaulsberry18970@emailsim.io;coffeeworks;05/01/1968;nmsRootRecipient;lapsed;2023-05-02;US;M;en;True
CRM0000020026;Olivia;Julian;oliviajulian18971@emailsim.io;coffeeworks;10/07/1982;nmsRootRecipient;active_medium;2023-06-19;US;F;en;True
CRM0000020027;Åke;Lindstram;akelindstrom18972@emailsim.io;coffeeworks;06/10/1960;nmsRootRecipient;prospect;2026-01-11;US;M;en;False
CRM0000020028;Henry;Crosby;henrycrosby18973@emailsim.io;coffeeworks;10/11/1985;nmsRootRecipient;active_medium;2025-05-26;US;F;en;False
CRM0000020029;Gustavo;Melo;gustavogoncalvesmelo18974@emailsim.io;coffeeworks;10/05/1983;nmsRootRecipient;occasional;2024-02-04;UK;M;en;True
CRM0000020030;Kari;Gilbert;karigilbert18975@emailsim.io;coffeeworks;03/10/1981;nmsRootRecipient;active_medium;2023-02-22;UK;M;en;True
CRM0000020031;Rachel;Webb;rachelwebb18976@emailsim.io;coffeeworks;07/06/1948;nmsRootRecipient;occasional;2023-07-18;FR;M;fr;True
CRM0000020032;Livia;Pereira;liviacorreiapereira18977@emailsim.io;coffeeworks;01/09/1972;nmsRootRecipient;active_high;2023-01-13;FR;F;fr;True
CRM0000020033;Vitória;Correia;vitoriasilvacorreia18978@yopmail.com;coffeeworks;12/06/1990;nmsRootRecipient;active_high;2023-03-22;US;F;en;True
CRM0000020034;Fusberta;Thibodeau;fusbertathibodeau18979@emailsim.io;coffeeworks;09/04/1980;nmsRootRecipient;one_time;2023-03-29;FR;M;fr;False
CRM0000020035;Vitor;Carvalho;vitorbarbosacarvalho18980@emailsim.io;coffeeworks;12/06/1959;nmsRootRecipient;active_medium;2023-11-16;FR;F;fr;True
CRM0000020036;Alexia;Hedlund;alexiahedlund18981@emailsim.io;coffeeworks;09/03/1996;nmsRootRecipient;active_medium;2024-09-20;UK;M;en;True
CRM0000020037;Benjamin;Berg;benjaminberg18982@yopmail.com;coffeeworks;07/04/1974;nmsRootRecipient;lapsed;2024-01-17;DE;F;de;True
CRM0000020038;Kerstin;Jager;kerstinjager18983@emailsim.io;coffeeworks;03/01/1989;nmsRootRecipient;active_high;2024-04-15;FR;M;fr;True
CRM0000020039;My;Olsson;myolsson18984@emailsim.io;coffeeworks;10/04/1972;nmsRootRecipient;occasional;2024-10-21;UK;F;en;True
CRM0000020040;Iven;Lanctot;ivenlanctot18985@emailsim.io;coffeeworks;06/04/1983;nmsRootRecipient;active_high;2024-04-20;DE;F;de;True
CRM0000020041;Hayden;Sodeman;haydensodeman18986@emailsim.io;coffeeworks;05/01/1961;nmsRootRecipient;active_medium;2023-05-29;UK;M;en;True
CRM0000020042;Martin;Brickhouse;martinkbrickhouse18987@emailsim.io;coffeeworks;07/07/1952;nmsRootRecipient;one_time;2024-04-29;UK;F;en;True
CRM0000020043;Melville;Poulin;melvillepoulin18988@emailsim.io;coffeeworks;10/01/1984;nmsRootRecipient;active_high;2023-09-26;US;F;en;True
CRM0000020044;Peppin;Charlebois;peppincharlebois18989@emailsim.io;coffeeworks;04/11/1950;nmsRootRecipient;lapsed;2023-04-29;DE;F;de;True
CRM0000020045;Milla;Etheridge;millaetheridge18990@emailsim.io;coffeeworks;12/08/1942;nmsRootRecipient;prospect;2025-11-25;US;F;en;False
CRM0000020046;Olle;Stram;ollestrom18991@emailsim.io;coffeeworks;03/02/1936;nmsRootRecipient;active_high;2024-10-11;UK;F;en;True
CRM0000020047;Will;Carlile;willcarlile18992@yopmail.com;coffeeworks;06/02/1958;nmsRootRecipient;prospect;2025-10-23;UK;F;en;False
CRM0000020048;Kauê;Carvalho;kauecostacarvalho18993@emailsim.io;coffeeworks;07/04/1986;nmsRootRecipient;active_medium;2024-03-02;UK;F;en;False
CRM0000020049;Aya;Mailly;ayamailly18994@emailsim.io;coffeeworks;08/02/1960;nmsRootRecipient;active_high;2023-01-12;FR;F;fr;True
CRM0000020050;Byron;Busque;byronbusque18995@emailsim.io;coffeeworks;01/01/1997;nmsRootRecipient;active_high;2024-10-25;UK;F;en;True
CRM0000020051;Thyra;Lundgren;thyralundgren18996@emailsim.io;coffeeworks;10/12/1959;nmsRootRecipient;occasional;2024-02-12;US;F;en;True
CRM0000020052;Juanita;Baker;juanitambaker18997@emailsim.io;coffeeworks;03/04/1975;nmsRootRecipient;one_time;2025-09-11;DE;F;de;False
CRM0000020053;Katja;Fried;katjafried18998@emailsim.io;coffeeworks;04/08/1948;nmsRootRecipient;active_medium;2023-03-11;FR;M;fr;True
CRM0000020054;Bradley;Chamberlain;bradleychamberlain18999@emailsim.io;coffeeworks;05/03/1938;nmsRootRecipient;lapsed;2024-06-18;DE;Other;de;True
CRM0000020055;Eduardo;Araujo;eduardorodriguesaraujo19000@emailsim.io;coffeeworks;05/02/1982;nmsRootRecipient;one_time;2024-02-22;US;M;en;True
CRM0000020056;Annie;Jansson;anniejansson19001@yopmail.com;coffeeworks;11/10/1992;nmsRootRecipient;occasional;2024-12-08;UK;M;en;False
CRM0000020057;Abbey;Bazley;abbeybazley19002@emailsim.io;coffeeworks;08/05/1952;nmsRootRecipient;one_time;2025-05-21;FR;Other;fr;False
CRM0000020058;Gabrielle;Ferreira;gabriellealvesferreira19003@yopmail.com;coffeeworks;07/01/1943;nmsRootRecipient;prospect;2025-12-25;US;M;en;False
CRM0000020059;Ava;Burns;avaburns19004@emailsim.io;coffeeworks;01/09/1940;nmsRootRecipient;active_high;2024-01-09;FR;F;fr;True
CRM0000020060;Emily;Castro;emilydiascastro19005@emailsim.io;coffeeworks;09/11/1932;nmsRootRecipient;active_medium;2023-07-25;US;Other;en;True
CRM0000020061;Antje;Baer;antjebaer19006@emailsim.io;coffeeworks;10/02/1992;nmsRootRecipient;occasional;2023-12-16;UK;M;en;False
CRM0000020062;Yvonne;Schuster;yvonneschuster19007@emailsim.io;coffeeworks;12/11/1971;nmsRootRecipient;occasional;2024-01-05;UK;M;en;True
CRM0000020063;James;Tiggs;jamesptiggs19008@emailsim.io;coffeeworks;05/01/1975;nmsRootRecipient;occasional;2023-12-17;UK;F;en;False
CRM0000020064;Danny;Chu;dannyrchu19009@emailsim.io;coffeeworks;05/07/1967;nmsRootRecipient;active_medium;2025-02-23;UK;F;en;True
CRM0000020065;Talon;Paiement;talonpaiement19010@emailsim.io;coffeeworks;05/07/1969;nmsRootRecipient;one_time;2025-03-01;US;F;en;False
CRM0000020066;Bernard;Lazure;bernardlazure19011@emailsim.io;coffeeworks;07/07/1950;nmsRootRecipient;one_time;2025-10-01;FR;F;fr;False
CRM0000020067;Samuel;Doherty;samueldoherty19012@emailsim.io;coffeeworks;09/03/1991;nmsRootRecipient;occasional;2023-07-26;US;M;en;True
CRM0000020068;Isaac;Bartlett;isaacbartlett19013@emailsim.io;coffeeworks;12/05/1976;nmsRootRecipient;active_high;2025-10-20;UK;M;en;True
CRM0000020069;Lily;Hawkins;lilyhawkins19014@emailsim.io;coffeeworks;06/02/1960;nmsRootRecipient;occasional;2025-11-11;US;F;en;False
CRM0000020070;Tabor;Vadnais;taborvadnais19015@emailsim.io;coffeeworks;05/08/1977;nmsRootRecipient;occasional;2025-07-18;UK;F;en;True
CRM0000020071;Carlos;Alves;carlosgomesalves19016@emailsim.io;coffeeworks;04/03/1966;nmsRootRecipient;occasional;2025-02-04;UK;M;en;False
CRM0000020072;Madeleine;Verge;madeleineverge19017@emailsim.io;coffeeworks;03/02/1952;nmsRootRecipient;prospect;2025-11-12;FR;M;fr;False
CRM0000020073;Annette;Monjeau;annettemonjeau19018@yopmail.com;coffeeworks;12/01/1979;nmsRootRecipient;occasional;2024-05-07;UK;M;en;True
CRM0000020074;Barbara;Buerger;barbaraburger19019@emailsim.io;coffeeworks;08/07/1985;nmsRootRecipient;active_high;2025-07-08;US;F;en;True
CRM0000020075;Michael;Maynard;michaeljmaynard19020@yopmail.com;coffeeworks;11/01/1935;nmsRootRecipient;occasional;2025-09-06;UK;F;en;False
CRM0000020076;Giovana;Cunha;giovanasantoscunha19021@emailsim.io;coffeeworks;02/09/1952;nmsRootRecipient;lapsed;2024-03-27;FR;M;fr;True
CRM0000020077;Malcolm;Fredriksson;malcolmfredriksson19022@emailsim.io;coffeeworks;04/03/1934;nmsRootRecipient;lapsed;2023-10-27;US;M;en;True
CRM0000020078;Camila;Correia;camilafernandescorreia19024@yopmail.com;coffeeworks;02/07/1968;nmsRootRecipient;occasional;2024-12-18;UK;M;en;True
CRM0000020079;Stephan;Lang;stephanlang19025@emailsim.io;coffeeworks;04/04/1954;nmsRootRecipient;active_medium;2025-04-26;UK;Other;en;True
CRM0000020080;Gabrielly;Goncalves;gabriellycorreiagoncalves19026@emailsim.io;coffeeworks;02/09/1978;nmsRootRecipient;occasional;2023-08-01;US;F;en;False
CRM0000020081;Eduarda;Cavalcanti;eduardapintocavalcanti19027@emailsim.io;coffeeworks;08/11/1978;nmsRootRecipient;occasional;2025-04-03;US;F;en;True
CRM0000020082;John;O'Brien;johnobrien19028@emailsim.io;coffeeworks;03/05/1993;nmsRootRecipient;prospect;2025-10-15;US;M;en;False
CRM0000020083;Andres;Wax;andrescwax19029@emailsim.io;coffeeworks;12/09/1937;nmsRootRecipient;one_time;2023-09-23;US;M;en;False
CRM0000020084;Anja;Scholz;anjascholz19030@yopmail.com;coffeeworks;04/08/1974;nmsRootRecipient;one_time;2025-01-20;US;M;en;True
CRM0000020085;Patrick;George;patrickgeorge19031@emailsim.io;coffeeworks;12/01/1937;nmsRootRecipient;occasional;2025-07-14;UK;F;en;True
CRM0000020086;Evelyn;Sousa;evelyngomessousa19032@yopmail.com;coffeeworks;04/03/1942;nmsRootRecipient;occasional;2024-08-09;US;M;en;True
CRM0000020087;Charles;Jones;charlesmjones19033@yopmail.com;coffeeworks;12/08/1961;nmsRootRecipient;lapsed;2023-06-21;US;F;en;True
CRM0000020088;Eugène;Brousseau;eugenebrousseau19034@yopmail.com;coffeeworks;10/05/1947;nmsRootRecipient;occasional;2025-09-27;US;M;en;False
CRM0000020089;Phoebe;Harper;phoebeharper19035@yopmail.com;coffeeworks;06/05/1982;nmsRootRecipient;prospect;2025-12-01;UK;F;en;False
CRM0000020090;Hortense;Clavette;hortenseclavette19036@emailsim.io;coffeeworks;11/03/1976;nmsRootRecipient;occasional;2023-12-20;DE;F;de;True
CRM0000020091;Evie;Onians;evieonians19037@emailsim.io;coffeeworks;06/06/1935;nmsRootRecipient;active_high;2024-03-04;UK;F;en;True
CRM0000020092;Edith;Lundberg;edithlundberg19038@emailsim.io;coffeeworks;10/04/1968;nmsRootRecipient;one_time;2023-05-23;UK;F;en;False
CRM0000020093;Ruby;Pearson;rubydpearson19039@emailsim.io;coffeeworks;10/01/1973;nmsRootRecipient;active_high;2024-03-23;FR;F;fr;True
CRM0000020094;Carl;Dahlberg;carldahlberg19040@emailsim.io;coffeeworks;11/04/1991;nmsRootRecipient;active_medium;2023-12-21;US;M;en;True
CRM0000020095;Diego;Martins;diegogoncalvesmartins19041@emailsim.io;coffeeworks;03/12/1929;nmsRootRecipient;occasional;2025-02-22;US;M;en;True
CRM0000020096;Searlait;Vaillancour;searlaitvaillancour19042@emailsim.io;coffeeworks;01/11/1984;nmsRootRecipient;one_time;2023-08-05;US;F;en;False
CRM0000020097;Olivie;TÈtrault;olivietetrault19043@emailsim.io;coffeeworks;11/04/1954;nmsRootRecipient;occasional;2025-03-24;US;M;en;True
CRM0000020098;Elis;Isaksson;elisisaksson19044@emailsim.io;coffeeworks;04/05/1986;nmsRootRecipient;active_high;2023-10-01;US;F;en;True
CRM0000020099;Ruby;Oakley;rubyoakley19045@emailsim.io;coffeeworks;11/02/1962;nmsRootRecipient;one_time;2024-01-25;UK;F;en;False
CRM0000020100;Marielle;Gunnarsson;mariellegunnarsson19046@emailsim.io;coffeeworks;01/07/1978;nmsRootRecipient;occasional;2025-07-04;US;F;en;True
CRM0000020101;Rosie;Barnes;rosiebarnes19047@emailsim.io;coffeeworks;11/04/1985;nmsRootRecipient;prospect;2025-10-23;DE;F;de;False
CRM0000020102;Lykke;Lindberg;lykkelindberg19048@emailsim.io;coffeeworks;10/01/1948;nmsRootRecipient;occasional;2023-07-08;DE;M;de;True
CRM0000020103;Jessica;Sellar;jessicasellar19049@emailsim.io;coffeeworks;01/05/1938;nmsRootRecipient;one_time;2024-02-14;DE;F;de;True
CRM0000020104;Rebecca;Griffin;rebeccagriffin19050@emailsim.io;coffeeworks;06/10/1930;nmsRootRecipient;active_medium;2023-10-21;US;F;en;True
CRM0000020105;Raoul;LÈtourneau;raoulletourneau19051@emailsim.io;coffeeworks;08/05/1948;nmsRootRecipient;lapsed;2023-01-08;DE;F;de;True
CRM0000020106;Vitoria;Correia;vitoriasilvacorreia19052@emailsim.io;coffeeworks;10/05/1962;nmsRootRecipient;one_time;2024-09-16;FR;M;fr;True
CRM0000020107;Zac;Balls-Headley;zacballs-headley19053@yopmail.com;coffeeworks;06/03/1968;nmsRootRecipient;prospect;2026-01-02;DE;F;de;False
CRM0000020108;Hamish;Lynch;hamishlynch19054@emailsim.io;coffeeworks;12/04/1932;nmsRootRecipient;active_high;2023-07-09;UK;F;en;True
CRM0000020109;Julie;Williams;juliejwilliams19055@emailsim.io;coffeeworks;06/04/1965;nmsRootRecipient;occasional;2023-04-30;FR;F;fr;False
CRM0000020110;Cora;Thomas;coradthomas19056@emailsim.io;coffeeworks;08/06/1933;nmsRootRecipient;one_time;2025-02-11;US;M;en;True
CRM0000020111;Arthur;Santos;arthurcardososantos19057@emailsim.io;coffeeworks;07/09/1969;nmsRootRecipient;active_high;2023-01-17;US;M;en;True
CRM0000020112;Melissa;Baxter;melissabaxter19058@emailsim.io;coffeeworks;12/06/1994;nmsRootRecipient;occasional;2025-08-23;US;F;en;True
CRM0000020113;Ina;Nordin;inanordin19059@emailsim.io;coffeeworks;04/01/1934;nmsRootRecipient;prospect;2025-10-26;DE;F;de;False
CRM0000020114;John;Grant;johntgrant19060@yopmail.com;coffeeworks;07/05/1973;nmsRootRecipient;occasional;2024-08-14;US;F;en;False
CRM0000020115;Dieter;Weisz;dieterweisz19061@yopmail.com;coffeeworks;04/06/1941;nmsRootRecipient;prospect;2025-11-15;US;M;en;False
